especie_cod,especie,nombre_cientifico,genero,grupo,habito,arboreo,origen,confianza_origen,monumento_natural,decreto_mn,invasora,estado_conservacion_RCE
Sd,alcaparra,Senna cumingii,Senna,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
SQ,sequoia,Sequoia sempervirens,Sequoia,Conifera,Arbol,Sí,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
mo,Sisymbrium officinale,Sisymbrium officinale,Sisymbrium,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
Sk,cuerno de cabra,Skytanthus acutus,Skytanthus,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sb1,Solanum brachyantherum,Solanum brachyantherum,Solanum,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Sm,mayo,Sophora macrocarpa,Sophora,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sd1,Spartina densiflora,Spartina densiflora,Spartina,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S1,retamo de olor,Spartium junceum,Spartium,Latifoliada,Arbusto,No,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
sm,Spergularia media,Spergularia media,Spergularia,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
ñm,malvavisco,Sphaeralcea obtusiloba,Sphaeralcea,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s33,Sphagnum magellanicum,Sphagnum magellanicum,Sphagnum,Briofita,Briofita,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
z1,Sphagnum sp.,Sphagnum sp.,Sphagnum,Briofita,Briofita,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
sx,quilloy quilloy,Stellaria media,Stellaria,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
s34,Sticherus quadripartitus,Sticherus quadripartitus,Sticherus,Helecho,Helecho,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s12,Stipa annua,Stipa annua,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
wt,coirón,Stipa atacamensis,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s13,Stipa bomanii,Stipa bomanii,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sw,Stipa chrysophylla,Stipa chrysophylla,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sf,Stipa frigida,Stipa frigida,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sh,Stipa lachnophylla,Stipa lachnophylla,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s14,Paja amarilla,Stipa leptostachya,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sk,Chake,Stipa nardoides,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sj,coirón,Stipa patagonica,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tl,pasto chinchillero,Stipa plumosa,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tn,Stipa pogonathera,Stipa pogonathera,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s15,Stipa pubiflora,Stipa pubiflora,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
s26,Stipa pungionata,Stipa pungionata,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
zt,Stipa sp.,Stipa sp.,Stipa,Monocotiledonea,Graminea,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
s35,Stipa sp.,Stipa sp.,Stipa,Monocotiledonea,Graminea,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
ss,coirón,Stipa speciosa,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
sv,Vizcachera,Stipa venusta,Stipa,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Wg,sosa,Suaeda foliosa,Suaeda,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
S24,Suaeda multiflora,Suaeda multiflora,Suaeda,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Tq,tralhuén,Talguenea quinquenervia,Talguenea,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
T2,Tamarix aphylla,Tamarix aphylla,Tamarix,Latifoliada,Arbol,Sí,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
t11,Malva,Tarasa operculata,Tarasa,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
to,Taraxacum officinale,Taraxacum officinale,Taraxacum,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
To,teline,Teline monspessulana,Teline,Latifoliada,Arbusto,No,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
TS,tepú,Tepualia stipularis,Tepualia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Th,brea,Tessaria absinthioides,Tessaria,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
t13,Tessaria sp.,Tessaria sp.,Tessaria,Latifoliada,Arbusto,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ta,horizonte,Tetraglochin alatum,Tetraglochin,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
T3,Añawaya,Tetraglochin cristatum,Tetraglochin,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ts,Tetraglochin strictum,Tetraglochin strictum,Tetraglochin,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Tn,Tetragonia angustifolia,Tetragonia angustifolia,Tetragonia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tc,Tetragonia copiapina,Tetragonia copiapina,Tetragonia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tt,Tetragonia macrocarpa,Tetragonia macrocarpa,Tetragonia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Tm,Tetragonia maritima,Tetragonia maritima,Tetragonia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
t14,Aguanosa,Tetragonia microcarpa,Tetragonia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
t19,Tetragonia pedunculata,Tetragonia pedunculata,Tetragonia,Latifoliada,Suculenta,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
t26,Tetroncium magellanicum,Tetroncium magellanicum,Tetroncium,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tL,Calanchuca,Tillandsia landbeckii,Tillandsia,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tM,Calanchuca,Tillandsia marconae,Tillandsia,Monocotiledonea,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tS,Tillandsia sp.,Tillandsia sp.,Tillandsia,Monocotiledonea,Hierba,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
T5,Tiquilia atacamensis,Tiquilia atacamensis,Tiquilia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
T6,Tiquilia grandiflora,Tiquilia grandiflora,Tiquilia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Tl,Tiquilia litoralis,Tiquilia litoralis,Tiquilia,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Wj,talhuén,Trevoa quinquenervia,Trevoa,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Tt,tebo,Trevoa trinervis,Trevoa,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
T8,Trichocereus atacamensis,Trichocereus atacamensis,Trichocereus,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tC,quisco,Trichocereus chiloensis,Trichocereus,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
eD,Trichocereus deserticola,Trichocereus deserticola,Trichocereus,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
eP,quisco,Trichocereus litoralis,Trichocereus,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tN,Trichocereus nigripilis,Trichocereus nigripilis,Trichocereus,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ta1,Trifolium arvense,Trifolium arvense,Trifolium,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
tr,trébol blanco,Trifolium repens,Trifolium,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
t16,Triglochin concinna,Triglochin concinna,Triglochin,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ta,Triglochin palustris,Triglochin palustris,Triglochin,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
t30,Trisetum spicatum,Trisetum spicatum,Trisetum,Monocotiledonea,Graminea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
T4,Visavisa,Trixis cacalioides,Trixis,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
tp,Tropaeolum polyphyllum,Tropaeolum polyphyllum,Tropaeolum,Latifoliada,Trepadora,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
t23,Tropaeolum sp.,Tropaeolum sp.,Tropaeolum,Latifoliada,Trepadora,No,Nativa,baja,No,No aplica,No aplica,Sin dato - no verificado en RCE
tO,Tunilla soehrensii,Tunilla soehrensii,Tunilla,Latifoliada,Cactacea,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
ty,totora,Typha angustifolia,Typha,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
t18,Typha domingensis,Typha domingensis,Typha,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ub,murta blanca,Ugni candollei,Ugni,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Um,murtilla,Ugni molinae,Ugni,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
Ue,ulex,Ulex europaeus,Ulex,Latifoliada,Arbusto,No,Exotica,alta,No,No aplica,Sí,Sin dato - no verificado en RCE
uu1,Urtica urens,Urtica urens,Urtica,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
vn,Valeriana carnosa,Valeriana carnosa,Valeriana,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
va,Valeriana sp.,Valeriana sp.,Valeriana,Latifoliada,Hierba,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
vt,Verbascum thapsus,Verbascum thapsus,Verbascum,Latifoliada,Hierba,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
Vs,Verbena sp.,Verbena sp.,Verbena,Latifoliada,Hierba,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
v13,arvejilla,Vicia sativa,Vicia,Latifoliada,Trepadora,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
Vn,oreganillo,Viviania marifolia,Viviania,Latifoliada,Arbusto,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
vd,pasto sedilla,Vulpia bromoides,Vulpia,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
vm,pasto sedilla,Vulpia myuros,Vulpia,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
vz,Vulpia sp.,Vulpia sp.,Vulpia,Monocotiledonea,Graminea,No,Exotica,media,No,No aplica,No,Sin dato - no verificado en RCE
WT,"tineo, tenio",Weinmannia trichosperma,Weinmannia,Latifoliada,Arbol,Sí,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
w3,Werneria incisa,Werneria incisa,Werneria,Latifoliada,Hierba,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
w5,Werneria sp.,Werneria sp.,Werneria,Latifoliada,Hierba,No,Nativa,media,No,No aplica,No aplica,Sin dato - no verificado en RCE
st,"pako, sinonimia con scirpus atacamensis",Zameioscirpus atacamensis,Zameioscirpus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
z3,Zameioscirpus gaimardiodes,Zameioscirpus gaimardiodes,Zameioscirpus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
z2,Zameioscirpus muticus,Zameioscirpus muticus,Zameioscirpus,Monocotiledonea,Acuatica,No,Nativa,alta,No,No aplica,No aplica,Sin dato - no verificado en RCE
zm,Maíz,Zea mays,Zea,Monocotiledonea,Graminea,No,Exotica,alta,No,No aplica,No,Sin dato - no verificado en RCE
